Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
2019,1,1,11,0,25.6,0.41000000000000003,0.46140000000000003,0.65,287,591,756,6,22.1,144,0,0,144,0.226,81.11,37.36,0.17,1020,5.9,27,6,,,,,,,,,,,,,,,,,,,,
2019,1,1,12,0,25.5,0.4,0.4722,0.65,294,593,776,6,22,213,8,0,219,0.224,81.12,35.67,0.17,1019,5.9,25,6,,,,,,,,,,,,,,,,,,,,
2019,1,1,13,0,25.3,0.43,0.45570000000000005,0.65,279,583,727,6,21.900000000000002,176,3,0,178,0.222,81.58,39.74,0.17,1018,5.9,23,5.9,,,,,,,,,,,,,,,,,,,,
2019,1,1,14,0,25.1,0.46,0.4167,0.65,244,554,613,7,21.8,202,6,0,206,0.221,82.12,48.14,0.17,1018,5.9,21,5.7,,,,,,,,,,,,,,,,,,,,
2019,1,1,15,0,24.700000000000003,0.5,0.4224,0.65,209,449,440,7,21.8,106,0,0,106,0.22,83.81,59.03,0.17,1019,6,19,5.5,,,,,,,,,,,,,,,,,,,,
2019,1,1,16,0,24.3,0.52,0.40040000000000003,0.65,145,288,238,6,21.700000000000003,22,0,0,22,0.219,85.21000000000001,71.26,0.17,1019,6,15,5.300000000000001,,,,,,,,,,,,,,,,,,,,
2019,1,1,17,0,23.900000000000002,0.54,0.34950000000000003,0.65,43,48,47,7,21.400000000000002,14,0,3,14,0.218,86.07000000000001,84.16,0.17,1019,6.1000000000000005,12,5.4,,,,,,,,,,,,,,,,,,,,
2019,1,1,18,0,23.700000000000003,0.56,0.3216,0.65,0,0,0,8,21.3,0,0,0,0,0.218,86.3,97.73,0.17,1019,6.1000000000000005,12,5.300000000000001,,,,,,,,,,,,,,,,,,,,
2019,1,1,19,0,23.6,0.56,0.30860000000000004,0.65,0,0,0,7,21.3,0,0,0,0,0.219,86.74,111.41,0.17,1020,6.2,14,4.9,,,,,,,,,,,,,,,,,,,,
2019,1,1,20,0,23.6,0.55,0.304,0.65,0,0,0,7,21.3,0,0,0,0,0.219,86.99,125.19,0.17,1021,6.2,13,4.7,,,,,,,,,,,,,,,,,,,,
2019,1,1,21,0,23.6,0.54,0.3141,0.65,0,0,0,7,21.3,0,0,0,0,0.22,87.13,138.96,0.17,1021,6.2,12,4.7,,,,,,,,,,,,,,,,,,,,
2019,1,1,22,0,23.5,0.55,0.3327,0.65,0,0,0,7,21.3,0,0,0,0,0.221,87.67,152.44,0.17,1020,6.2,11,4.7,,,,,,,,,,,,,,,,,,,,
2019,1,1,23,0,23.5,0.55,0.39680000000000004,0.65,0,0,0,7,21.400000000000002,0,0,0,0,0.222,87.79,164.63,0.17,1020,6.2,12,4.6000000000000005,,,,,,,,,,,,,,,,,,,,
2019,1,2,0,0,23.400000000000002,0.56,0.43920000000000003,0.65,0,0,0,7,21.400000000000002,0,0,0,0,0.223,88.43,169.12,0.17,1020,6.2,12,4.5,,,,,,,,,,,,,,,,,,,,
2019,1,2,1,0,23.400000000000002,0.59,0.4415,0.65,0,0,0,7,21.3,0,0,0,0,0.224,88.19,159.84,0.17,1019,6.2,11,4.5,,,,,,,,,,,,,,,,,,,,
2019,1,2,2,0,23.3,0.62,0.456,0.65,0,0,0,6,21.3,0,0,0,0,0.224,88.42,146.85,0.17,1019,6.300000000000001,9,4.4,,,,,,,,,,,,,,,,,,,,
2019,1,2,3,0,23.200000000000003,0.64,0.4451,0.65,0,0,0,6,21.200000000000003,0,0,0,0,0.225,88.59,133.2,0.17,1019,6.4,8,4.4,,,,,,,,,,,,,,,,,,,,
2019,1,2,4,0,23.200000000000003,0.64,0.44880000000000003,0.65,0,0,0,6,21.200000000000003,0,0,0,0,0.225,88.42,119.4,0.17,1019,6.4,9,4.3,,,,,,,,,,,,,,,,,,,,
2019,1,2,5,0,23.200000000000003,0.62,0.4842,0.65,0,0,0,6,21.200000000000003,0,0,0,0,0.225,88.72,105.64,0.17,1019,6.5,12,4.2,,,,,,,,,,,,,,,,,,,,
2019,1,2,6,0,23.400000000000002,0.5700000000000001,0.48150000000000004,0.65,0,0,0,6,21.5,0,0,0,0,0.224,88.87,92.05,0.17,1020,6.5,17,4.2,,,,,,,,,,,,,,,,,,,,
2019,1,2,7,0,23.8,0.52,0.45320000000000005,0.65,94,116,116,6,21.900000000000002,16,0,3,16,0.224,89.01,78.69,0.17,1021,6.6000000000000005,22,4.2,,,,,,,,,,,,,,,,,,,,
2019,1,2,8,0,24.400000000000002,0.49,0.4239,0.65,178,355,323,6,22.3,17,0,0,17,0.224,88.28,65.98,0.17,1021,6.6000000000000005,27,4.2,,,,,,,,,,,,,,,,,,,,
2019,1,2,9,0,24.900000000000002,0.47000000000000003,0.3997,0.65,220,511,519,6,22.700000000000003,65,0,0,65,0.224,87.83,54.21,0.17,1021,6.6000000000000005,29,4,,,,,,,,,,,,,,,,,,,,
2019,1,2,10,0,25.3,0.46,0.3901,0.65,243,598,672,6,23,214,7,0,219,0.224,87.3,44.160000000000004,0.17,1021,6.5,31,3.9000000000000004,,,,,,,,,,,,,,,,,,,,
2019,1,2,11,0,25.6,0.46,0.3945,0.65,259,634,763,6,23.200000000000003,125,0,0,125,0.224,86.66,37.32,0.17,1020,6.4,31,4,,,,,,,,,,,,,,,,,,,,
2019,1,2,12,0,25.700000000000003,0.46,0.39940000000000003,0.65,264,640,784,7,23.3,120,0,0,120,0.224,86.69,35.58,0.17,1019,6.4,33,4.2,,,,,,,,,,,,,,,,,,,,
2019,1,2,13,0,25.700000000000003,0.47000000000000003,0.4091,0.65,260,614,733,7,23.400000000000002,215,8,0,221,0.223,86.89,39.62,0.17,1018,6.300000000000001,35,4.2,,,,,,,,,,,,,,,,,,,,
2019,1,2,14,0,25.6,0.49,0.4242,0.65,245,550,614,7,23.3,264,27,0,282,0.223,87.18,48,0.17,1018,6.300000000000001,37,4.2,,,,,,,,,,,,,,,,,,,,
2019,1,2,15,0,25.400000000000002,0.51,0.42460000000000003,0.65,210,449,442,6,23.200000000000003,87,0,0,87,0.223,87.43,58.89,0.17,1018,6.300000000000001,36,4.1000000000000005,,,,,,,,,,,,,,,,,,,,
2019,1,2,16,0,25,0.56,0.4137,0.65,147,285,239,6,22.900000000000002,97,0,0,97,0.223,88.16,71.12,0.17,1019,6.300000000000001,33,3.9000000000000004,,,,,,,,,,,,,,,,,,,,
2019,1,2,17,0,24.5,0.6,0.4131,0.65,42,37,46,6,22.5,26,0,3,26,0.223,88.87,84.04,0.17,1020,6.300000000000001,30,3.7,,,,,,,,,,,,,,,,,,,,
2019,1,2,18,0,24.1,0.65,0.42710000000000004,0.65,0,0,0,7,22.200000000000003,0,0,0,0,0.223,89.29,97.61,0.17,1020,6.2,26,3.7,,,,,,,,,,,,,,,,,,,,
2019,1,2,19,0,23.900000000000002,0.67,0.42410000000000003,0.65,0,0,0,6,22,0,0,0,0,0.223,89.11,111.29,0.17,1021,6.2,24,3.6,,,,,,,,,,,,,,,,,,,,
2019,1,2,20,0,23.700000000000003,0.67,0.37820000000000004,0.65,0,0,0,7,21.8,0,0,0,0,0.223,89.36,125.09,0.17,1021,6.1000000000000005,22,3.4000000000000004,,,,,,,,,,,,,,,,,,,,
2019,1,2,21,0,23.6,0.66,0.3144,0.65,0,0,0,3,21.8,0,0,0,0,0.224,89.67,138.86,0.17,1021,6.2,23,3.2,,,,,,,,,,,,,,,,,,,,
2019,1,2,22,0,23.700000000000003,0.64,0.2676,0.65,0,0,0,7,21.900000000000002,0,0,0,0,0.224,89.56,152.36,0.17,1020,6.2,23,3,,,,,,,,,,,,,,,,,,,,
2019,1,2,23,0,23.900000000000002,0.62,0.2369,0.65,0,0,0,6,22.1,0,0,0,0,0.223,89.43,164.6,0.17,1020,6.2,26,2.8000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,3,0,0,24.1,0.59,0.2164,0.65,0,0,0,7,22.3,0,0,0,0,0.223,89.44,169.23,0.17,1020,6.2,30,2.7,,,,,,,,,,,,,,,,,,,,
2019,1,3,1,0,24.3,0.5700000000000001,0.197,0.65,0,0,0,7,22.5,0,0,0,0,0.224,89.55,159.97,0.17,1019,6.1000000000000005,34,2.9000000000000004,,,,,,,,,,,,,,,,,,,,
2019,1,3,2,0,24.5,0.5700000000000001,0.17350000000000002,0.65,0,0,0,7,22.700000000000003,0,0,0,0,0.224,89.97,146.97,0.17,1019,6,38,2.9000000000000004,,,,,,,,,,,,,,,,,,,,
2019,1,3,3,0,24.700000000000003,0.6,0.1454,0.65,0,0,0,7,23,0,0,0,0,0.225,90.26,133.31,0.17,1019,6,42,2.9000000000000004,,,,,,,,,,,,,,,,,,,,
2019,1,3,4,0,24.900000000000002,0.63,0.1253,0.65,0,0,0,7,23.200000000000003,0,0,0,0,0.225,90.06,119.51,0.17,1019,6.1000000000000005,46,2.9000000000000004,,,,,,,,,,,,,,,,,,,,
2019,1,3,5,0,25.1,0.66,0.11080000000000001,0.65,0,0,0,7,23.3,0,0,0,0,0.225,89.77,105.74000000000001,0.17,1019,6.1000000000000005,51,2.8000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,3,6,0,25.400000000000002,0.68,0.0964,0.65,0,0,0,7,23.5,0,0,0,0,0.225,89.45,92.13,0.17,1020,6.1000000000000005,55,3,,,,,,,,,,,,,,,,,,,,
2019,1,3,7,0,26,0.71,0.0877,0.65,55,449,142,7,24,22,0,3,22,0.226,88.7,78.76,0.17,1021,6.1000000000000005,59,3.1,,,,,,,,,,,,,,,,,,,,
2019,1,3,8,0,26.6,0.73,0.0843,0.65,82,692,363,7,24.3,34,0,0,34,0.227,87.25,66.04,0.17,1021,6.1000000000000005,64,3.4000000000000004,,,,,,,,,,,,,,,,,,,,
2019,1,3,9,0,27.200000000000003,0.72,0.0878,0.65,100,797,566,7,24.3,271,113,0,337,0.228,84.23,54.24,0.17,1021,6.1000000000000005,69,3.8000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,3,10,0,27.8,0.67,0.1,0.65,116,841,719,7,24.200000000000003,245,13,0,255,0.228,80.72,44.160000000000004,0.17,1021,6.1000000000000005,73,3.9000000000000004,,,,,,,,,,,,,,,,,,,,
2019,1,3,11,0,28.200000000000003,0.63,0.1078,0.65,126,861,812,7,24,367,58,0,413,0.226,78.15,37.27,0.17,1020,6.1000000000000005,76,3.9000000000000004,,,,,,,,,,,,,,,,,,,,
2019,1,3,12,0,28.400000000000002,0.62,0.1067,0.65,127,868,834,7,24,409,115,0,503,0.225,76.94,35.480000000000004,0.17,1020,6,77,3.8000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,3,13,0,28.3,0.63,0.1009,0.65,121,861,786,0,23.900000000000002,121,861,0,786,0.224,76.94,39.49,0.17,1019,5.800000000000001,77,3.7,,,,,,,,,,,,,,,,,,,,
2019,1,3,14,0,28.1,0.66,0.09230000000000001,0.65,109,832,668,3,23.700000000000003,302,330,0,523,0.223,77.28,47.86,0.17,1018,5.7,76,3.6,,,,,,,,,,,,,,,,,,,,
2019,1,3,15,0,27.6,0.6900000000000001,0.0847,0.65,94,768,492,3,23.700000000000003,235,134,0,305,0.222,79.55,58.75,0.17,1019,5.7,74,3.3000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,3,16,0,26.8,0.74,0.07880000000000001,0.65,72,633,278,3,23.900000000000002,19,0,0,19,0.221,84.10000000000001,70.99,0.17,1019,5.7,71,2.8000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,3,17,0,26,0.77,0.08320000000000001,0.65,35,282,65,7,23.900000000000002,5,0,3,5,0.222,88.22,83.91,0.17,1020,5.800000000000001,68,2.1,,,,,,,,,,,,,,,,,,,,
2019,1,3,18,0,25.700000000000003,0.75,0.0949,0.65,0,0,0,3,23.900000000000002,0,0,0,0,0.222,89.60000000000001,97.49000000000001,0.17,1021,6,66,2,,,,,,,,,,,,,,,,,,,,
2019,1,3,19,0,25.700000000000003,0.73,0.1043,0.65,0,0,0,3,23.900000000000002,0,0,0,0,0.223,89.57000000000001,111.18,0.17,1021,6,64,2.1,,,,,,,,,,,,,,,,,,,,
2019,1,3,20,0,25.6,0.7000000000000001,0.11,0.65,0,0,0,3,23.900000000000002,0,0,0,0,0.224,90.2,124.98,0.17,1022,6.1000000000000005,63,2.1,,,,,,,,,,,,,,,,,,,,
2019,1,3,21,0,25.6,0.67,0.11120000000000001,0.65,0,0,0,3,23.8,0,0,0,0,0.225,90.05,138.77,0.17,1021,6,64,2.1,,,,,,,,,,,,,,,,,,,,
2019,1,3,22,0,25.5,0.66,0.1139,0.65,0,0,0,3,23.8,0,0,0,0,0.226,90.29,152.29,0.17,1021,5.9,64,2,,,,,,,,,,,,,,,,,,,,
2019,1,3,23,0,25.400000000000002,0.65,0.1177,0.65,0,0,0,3,23.700000000000003,0,0,0,0,0.227,90.38,164.58,0.17,1021,5.800000000000001,63,2,,,,,,,,,,,,,,,,,,,,
2019,1,4,0,0,25.400000000000002,0.62,0.11960000000000001,0.65,0,0,0,3,23.6,0,0,0,0,0.227,89.83,169.36,0.17,1020,5.7,63,2,,,,,,,,,,,,,,,,,,,,
2019,1,4,1,0,25.3,0.61,0.12040000000000001,0.65,0,0,0,1,23.5,0,0,0,0,0.228,89.79,160.11,0.17,1020,5.6000000000000005,63,1.9000000000000001,,,,,,,,,,,,,,,,,,,,
2019,1,4,2,0,25.200000000000003,0.63,0.10890000000000001,0.65,0,0,0,1,23.400000000000002,0,0,0,0,0.228,89.82000000000001,147.1,0.17,1020,5.5,62,1.9000000000000001,,,,,,,,,,,,,,,,,,,,
2019,1,4,3,0,25.1,0.66,0.0961,0.65,0,0,0,0,23.3,0,0,0,0,0.229,89.77,133.42000000000002,0.17,1020,5.5,61,1.9000000000000001,,,,,,,,,,,,,,,,,,,,
2019,1,4,4,0,25,0.72,0.0848,0.65,0,0,0,1,23.200000000000003,0,0,0,0,0.23,89.98,119.61,0.17,1020,5.5,62,1.9000000000000001,,,,,,,,,,,,,,,,,,,,
2019,1,4,5,0,25,0.79,0.0766,0.65,0,0,0,3,23.200000000000003,0,0,0,0,0.23,89.58,105.83,0.17,1020,5.5,63,1.8,,,,,,,,,,,,,,,,,,,,
2019,1,4,6,0,25.3,0.8300000000000001,0.0741,0.65,0,0,0,3,23.400000000000002,0,0,0,0,0.23,89.04,92.22,0.17,1021,5.5,66,2,,,,,,,,,,,,,,,,,,,,
2019,1,4,7,0,26.1,0.8300000000000001,0.0743,0.65,52,476,144,4,23.8,10,0,3,10,0.23,87.35000000000001,78.83,0.17,1022,5.5,68,2.6,,,,,,,,,,,,,,,,,,,,
2019,1,4,8,0,26.700000000000003,0.8,0.0736,0.65,78,710,366,3,24,173,108,0,217,0.231,85.25,66.09,0.17,1023,5.5,71,2.9000000000000004,,,,,,,,,,,,,,,,,,,,
2019,1,4,9,0,27.6,0.79,0.0724,0.65,93,817,570,7,24,261,277,3,423,0.231,80.71000000000001,54.27,0.17,1023,5.5,73,3.2,,,,,,,,,,,,,,,,,,,,
2019,1,4,10,0,28.1,0.8200000000000001,0.11130000000000001,0.65,121,836,721,3,23.900000000000002,139,0,0,139,0.231,77.96000000000001,44.15,0.17,1022,5.4,76,3.3000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,4,11,0,28.400000000000002,0.87,0.09000000000000001,0.65,115,884,820,3,23.900000000000002,208,7,0,214,0.23,76.52,37.21,0.17,1022,5.4,77,3.3000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,4,12,0,28.5,0.9,0.0791,0.65,111,901,846,3,23.8,139,0,0,139,0.23,75.95,35.37,0.17,1020,5.300000000000001,78,3.3000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,4,13,0,28.400000000000002,0.87,0.1003,0.65,119,869,791,3,23.8,324,34,0,350,0.23,76.23,39.35,0.17,1020,5.2,77,3.2,,,,,,,,,,,,,,,,,,,,
2019,1,4,14,0,28.1,0.88,0.0857,0.65,104,847,674,3,23.700000000000003,288,43,0,317,0.229,77.22,47.72,0.17,1019,5.1000000000000005,75,3.1,,,,,,,,,,,,,,,,,,,,
2019,1,4,15,0,27.700000000000003,0.86,0.07930000000000001,0.65,90,782,497,1,23.700000000000003,90,782,0,497,0.229,78.84,58.61,0.17,1020,5.1000000000000005,73,3.1,,,,,,,,,,,,,,,,,,,,
2019,1,4,16,0,27,0.87,0.0717,0.65,69,652,283,3,23.700000000000003,55,0,0,55,0.229,82.36,70.85000000000001,0.17,1020,5.1000000000000005,70,2.7,,,,,,,,,,,,,,,,,,,,
2019,1,4,17,0,25.900000000000002,0.91,0.066,0.65,33,327,69,3,23.8,12,0,1,12,0.23,87.97,83.78,0.17,1020,5.2,66,1.9000000000000001,,,,,,,,,,,,,,,,,,,,
2019,1,4,18,0,25.5,0.93,0.0668,0.65,0,0,0,1,23.6,0,0,0,0,0.229,89.47,97.36,0.17,1021,5.300000000000001,62,1.8,,,,,,,,,,,,,,,,,,,,
2019,1,4,19,0,25.400000000000002,0.93,0.0704,0.65,0,0,0,3,23.6,0,0,0,0,0.23,89.78,111.06,0.17,1022,5.4,58,1.7000000000000002,,,,,,,,,,,,,,,,,,,,
2019,1,4,20,0,25.3,0.92,0.0726,0.65,0,0,0,3,23.6,0,0,0,0,0.23,90.06,124.87,0.17,1022,5.6000000000000005,56,1.8,,,,,,,,,,,,,,,,,,,,
2019,1,4,21,0,25.400000000000002,0.9,0.0724,0.65,0,0,0,3,23.6,0,0,0,0,0.23,89.59,138.67000000000002,0.17,1021,5.7,56,2,,,,,,,,,,,,,,,,,,,,
2019,1,4,22,0,25.400000000000002,0.9,0.0688,0.65,0,0,0,3,23.6,0,0,0,0,0.231,89.89,152.22,0.17,1021,5.7,57,2.1,,,,,,,,,,,,,,,,,,,,
2019,1,4,23,0,25.400000000000002,0.91,0.06380000000000001,0.65,0,0,0,1,23.6,0,0,0,0,0.232,89.99,164.56,0.17,1021,5.7,60,2.1,,,,,,,,,,,,,,,,,,,,
2019,1,5,0,0,25.5,0.93,0.059300000000000005,0.65,0,0,0,0,23.6,0,0,0,0,0.233,89.24,169.48,0.17,1020,5.5,66,2.2,,,,,,,,,,,,,,,,,,,,
2019,1,5,1,0,25.400000000000002,0.98,0.0579,0.65,0,0,0,3,23.5,0,0,0,0,0.234,89.28,160.25,0.17,1020,5.2,71,2.1,,,,,,,,,,,,,,,,,,,,
2019,1,5,2,0,25.3,1,0.058,0.65,0,0,0,1,23.200000000000003,0,0,0,0,0.23500000000000001,88.25,147.23,0.17,1019,4.9,76,2.2,,,,,,,,,,,,,,,,,,,,
2019,1,5,3,0,25.1,0.96,0.0591,0.65,0,0,0,3,22.900000000000002,0,0,0,0,0.23600000000000002,87.59,133.54,0.17,1019,4.6000000000000005,79,2.1,,,,,,,,,,,,,,,,,,,,
2019,1,5,4,0,24.900000000000002,0.89,0.0614,0.65,0,0,0,1,22.6,0,0,0,0,0.23600000000000002,87.19,119.71000000000001,0.17,1019,4.3,80,2.1,,,,,,,,,,,,,,,,,,,,
2019,1,5,5,0,24.700000000000003,0.84,0.0635,0.65,0,0,0,1,22.400000000000002,0,0,0,0,0.23600000000000002,87.29,105.92,0.17,1020,4,80,2,,,,,,,,,,,,,,,,,,,,
2019,1,5,6,0,24.900000000000002,0.79,0.0646,0.65,0,0,0,0,22.5,0,0,0,0,0.23600000000000002,86.56,92.3,0.17,1020,3.9000000000000004,79,2.2,,,,,,,,,,,,,,,,,,,,
2019,1,5,7,0,25.8,0.74,0.0669,0.65,51,500,147,0,22.700000000000003,51,500,0,147,0.23600000000000002,83.27,78.89,0.17,1021,3.8000000000000003,78,2.9000000000000004,,,,,,,,,,,,,,,,,,,,
2019,1,5,8,0,26.6,0.7000000000000001,0.0653,0.65,76,735,374,0,22.8,76,735,0,374,0.23600000000000002,79.76,66.14,0.17,1022,3.8000000000000003,79,3.2,,,,,,,,,,,,,,,,,,,,
2019,1,5,9,0,27.400000000000002,0.7000000000000001,0.0621,0.65,89,844,582,1,22.900000000000002,89,844,0,582,0.23700000000000002,76.56,54.29,0.17,1022,3.8000000000000003,78,3.3000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,5,10,0,28,0.72,0.06720000000000001,0.65,101,892,741,3,23.1,288,29,0,309,0.23700000000000002,74.55,44.14,0.17,1022,3.9000000000000004,78,3.3000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,5,11,0,28.400000000000002,0.73,0.0631,0.65,103,919,836,3,23.200000000000003,402,218,0,576,0.23600000000000002,73.58,37.15,0.17,1021,4.1000000000000005,79,3.3000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,5,12,0,28.6,0.72,0.062400000000000004,0.65,103,924,858,3,23.3,361,44,0,397,0.23500000000000001,73.10000000000001,35.25,0.17,1020,4.3,80,3.3000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,5,13,0,28.5,0.85,0.11470000000000001,0.65,127,864,796,3,23.3,381,263,0,585,0.234,73.59,39.21,0.17,1019,4.4,80,3.3000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,5,14,0,28.3,0.84,0.1077,0.65,116,829,675,3,23.3,305,328,0,526,0.234,74.28,47.57,0.17,1019,4.6000000000000005,78,3.3000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,5,15,0,27.8,0.8,0.10540000000000001,0.65,102,755,497,3,23.200000000000003,159,0,0,159,0.233,76.25,58.46,0.17,1019,4.7,75,3.2,,,,,,,,,,,,,,,,,,,,
2019,1,5,16,0,26.900000000000002,0.76,0.10020000000000001,0.65,79,613,281,3,23.400000000000002,25,0,0,25,0.234,80.95,70.71000000000001,0.17,1019,4.7,70,2.8000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,5,17,0,25.900000000000002,0.78,0.083,0.65,36,300,69,3,23.400000000000002,5,0,3,5,0.234,86.37,83.65,0.17,1020,4.6000000000000005,64,2.1,,,,,,,,,,,,,,,,,,,,
2019,1,5,18,0,25.400000000000002,0.79,0.0811,0.65,0,0,0,1,23.400000000000002,0,0,0,0,0.234,88.61,97.24000000000001,0.17,1021,4.6000000000000005,60,2.1,,,,,,,,,,,,,,,,,,,,
2019,1,5,19,0,25.200000000000003,0.8,0.08560000000000001,0.65,0,0,0,3,23.3,0,0,0,0,0.234,89.33,110.95,0.17,1022,4.6000000000000005,55,2.2,,,,,,,,,,,,,,,,,,,,
2019,1,5,20,0,25.1,0.77,0.0883,0.65,0,0,0,3,23.3,0,0,0,0,0.233,89.8,124.77,0.17,1022,4.7,52,2.2,,,,,,,,,,,,,,,,,,,,
2019,1,5,21,0,25,0.73,0.08800000000000001,0.65,0,0,0,3,23.3,0,0,0,0,0.233,90.39,138.58,0.17,1021,4.800000000000001,49,2.2,,,,,,,,,,,,,,,,,,,,
2019,1,5,22,0,25,0.72,0.0839,0.65,0,0,0,3,23.400000000000002,0,0,0,0,0.233,90.59,152.15,0.17,1021,5,47,2.3000000000000003,,,,,,,,,,,,,,,,,,,,
2019,1,5,23,0,25,0.71,0.079,0.65,0,0,0,3,23.400000000000002,0,0,0,0,0.234,90.81,164.55,0.17,1021,5.1000000000000005,46,2.5,,,,,,,,,,,,,,,,,,,,
