Load_kW
" 19,206 "
" 19,726 "
" 19,386 "
" 19,464 "
" 19,560 "
" 20,542 "
" 21,033 "
" 21,256 "
" 20,417 "
" 19,258 "
" 18,888 "
" 19,043 "
" 19,682 "
" 19,507 "
" 18,730 "
" 18,543 "
" 18,990 "
" 19,045 "
" 18,398 "
" 17,774 "
" 18,098 "
" 18,599 "
" 18,045 "
" 18,795 "
" 19,683 "
" 19,689 "
" 19,515 "
" 19,995 "
" 19,375 "
" 19,865 "
" 20,624 "
" 20,062 "
" 19,493 "
" 18,586 "
" 17,874 "
" 18,087 "
" 18,551 "
" 18,104 "
" 17,648 "
" 18,053 "
" 17,586 "
" 17,130 "
