Load_kW
1020
1078.4
906.4
860.8
996.8
983.2
586.4
104.269
89.172
105.232
89.626
119.641
82.892
87.738
106.186
98.846
88.262
94.791
90.4
96
87.2
92
88
91.2
86.4
93.6
86.4
89.6
83.2
92
76.8
84.462
178.704
122.023
151.211
234.813
410.829
797.587
1144.168
1195.968
1539.811
1385.46
1622.4
953.6
1364
1566.4
1546.4
1576
1492
1759.2
1702.4
1202.4
1508.8
1304
1408
1348.873
1465.448
1762.864
1691.064
1680.269
1623.593
1593.084
1600.536
2071.826
1766.78
1972.144
1702.4
1880.8
1820
1544
1548
1748
1668.8
1640
1404.8
1329.6
1424
1144.8
1503.2
1213.663
1603.942
1563.398
1507.155
1580.699
1729.469
1487.795
1353.09
1713.845
1749.959
1614.836
1603.201
1192
1322.4
1403.2
1576.8
1240.8
1476
1014.4
1200.8
1056
1512.8
1194.4
1352.8
1276.497
1178.106
1381.448
1214.49
1201.671
1248.417
1246.649
987.594
489.888
193.991
170.644
118.4
127.2
100.8
94.4
94.4
99.2
92.8
91.2
85.6
93.6
89.6
93.6
81.6
95.06
615.277
1487.855
1570.749
1374.539
1744.337
1288.096
1540.824
1378.996
1206.845
1353.643
1672.005
1202.4
1490.4
825.6
1327.2
1368.8
1056
1168.8
1128
982.4
904
892.8
1122.4
820.686
1276.219
1102.819
1394.158
1343.063
1117.045
1320.721
965.839
1201.115
1181.242
1081.511
1008
1229.6
845.6
1182.4
1105.6
876.8
1152.8
1130.4
1128.8
1064.8
1179.2
769.6
1032.8
1022.571
1349.006
1477.914
1484.496
1349.631
1462.071
1295.145
1332.189
1434.587
1105.581
1217.803
1003.211
1195.2
1054.4
1257.6
1286.4
1148
1193.6
937.6
1222.4
1073.6
942.4
1051.2
951.2
1114.771
1167.854
1664.173
1338.632
1317.153
1355.422
1226.996
1258.144
1216.588
1274.12
1113.621
1163.2
1064
1449.6
1246.4
1491.2
1336.8
1711.2
1122.4
1392
1262.4
1117.6
1514.4
1350.4
1353.11
1445.428
1336.752
1366.848
1423.45
1626.909
1552.301
1372.937
1588.328
1609.75
1634.626
1760.002
1500
1500
1466.4
1682.4
1397.6
1472.8
1350.4
1287.2
1179.2
1111.2
1189.6
1056
1007.057
1526.413
1751.451
1601.404
1468.113
1613.967
1643.485
1670.927
1625.599
1615.953
1849.735
1528.006
1338.4
1358.4
1418.4
1347.2
1475.2
1247.2
1436
1268.8
1268.8
1345.6
1118.4
1312.8
1080.054
1017.97
1165.131
1340.908
1421.717
1076.722
1233.429
966.192
1205.397
1237.532
859.624
1175.2
1189.6
1346.4
1161.6
1086.4
136.8
106.4
88
92
88
92
84.8
82.4
81.362
804.961
971.201
1378.581
1301.865
1411.199
1430.445
1147.683
1193.172
