Load_kW
76.29564667
68.87007777
69.66680823
67.56847826
65.66881886
61.19463454
64.27505258
165.3533178
3534.508326
3573.649503
3614.05746
3541.591854
323.3537761
3568.217808
3529.888723
3542.679422
3627.451339
3370.124808
2703.335142
3187.911117
3105.631799
263.623569
91.96604458
79.6156983
73.06264142
68.88441482
67.41077068
60.13983713
63.64729452
61.20589936
58.02102565
135.184064
3371.120209
3581.280911
3398.714938
3483.229812
284.8034912
3589.481704
3565.255159
3544.604683
3526.638309
3405.137937
2779.145377
3266.404429
3317.567223
201.3782334
99.30559116
68.33448647
64.11939316
63.67392047
59.61039028
60.38254294
55.25090238
50.73268283
49.61234461
142.3106029
3632.876889
3571.750867
3591.890329
3663.620649
294.4656402
3705.305628
3661.645208
3585.705939
3467.28701
557.6826514
96.40028997
92.27224305
87.94552555
92.34290423
75.5112051
71.312497
70.53522396
68.97248528
70.11228092
65.7783949
63.46500914
65.6258077
62.68159165
69.4374154
93.6834186
77.93621505
66.90897386
90.80474336
93.18981438
91.54002932
73.18655452
98.49145142
72.94077648
76.84455095
70.90184286
69.29302081
89.46218084
70.33757746
77.45182751
80.57013633
72.48403897
64.75431975
66.17676013
61.62167387
63.75482241
61.87052413
60.68874141
132.3268943
3552.812646
3532.872878
3470.748384
0
0
0
0
0
0
0
0
0
0
0
0
67.54902083
56.22377377
60.9529528
47.41058305
49.49560005
50.84635517
39.451471
42.422313
99.53600807
3508.327845
3489.22782
3652.072153
3623.41341
290.279221
3464.780074
3544.52583
3617.612025
3580.802668
2291.766509
1978.179337
2240.413236
2254.769746
140.4764843
95.75000225
56.73683542
51.98922303
53.95647139
51.31026121
56.09576437
44.93334526
43.04699884
42.5953817
115.479834
3468.868182
3655.222209
3482.621511
3507.762556
274.9979717
3377.693747
3419.957329
3532.881071
3473.612722
2137.082006
1628.795619
2040.275158
2047.997709
418.4473462
62.10503734
61.10554
48.54321016
47.03884377
46.80228241
40.04645866
40.80222612
40.38542753
43.3040417
104.0368183
3605.411193
3512.745706
3596.374754
3566.99199
270.7654691
3628.664868
3661.53256
3643.63275
3443.375879
2566.982608
1821.010428
2404.65236
2453.224245
315.721344
82.0386601
74.48508181
61.22740494
46.0731409
50.78491066
48.03219666
66.2935047
46.69475452
47.20064764
101.5503639
3525.715617
3558.624272
3495.104987
3557.920733
271.758822
3504.947373
3466.406305
3553.787565
3482.219049
2955.547442
1858.726092
2479.298222
2451.051157
316.7689729
102.6235946
86.69410572
81.8901692
81.76625611
72.01398847
73.07390625
64.16547654
60.15417419
56.64876495
135.4124327
3520.333078
3485.193988
3541.02042
3458.95411
289.1250883
3588.139142
3509.666312
3406.524535
3415.167729
1061.394494
75.5112051
78.17892086
74.68580053
65.14346831
61.63601092
70.41950347
61.07788997
57.78036799
55.7731807
52.35891416
53.55708208
54.11315489
54.33025882
109.9928394
2174.646106
2182.018423
2185.309801
2013.322524
185.8204837
1882.915771
1926.972508
1870.380067
1815.092298
77.43953861
82.07757495
63.75277426
64.22180067
61.21921234
66.00369143
66.82704785
58.45728167
51.65025416
53.09829642
55.11674853
51.67790419
53.48027645
54.2196587
121.2586901
3486.688113
3532.842156
3446.646775
3369.145792
345.9633072
3345.366767
3270.935961
3273.687651
3398.283802
2717.200095
1850.202714
2514.918628
2489.954748
432.5242832
92.2620023
78.6264417
71.49171015
64.07843015
73.22751752
55.83974559
47.86117611
44.19191486
45.67887197
137.4564867
3441.557122
3598.082912
3446.190038
3427.804816
259.2446237
3369.431509
3458.498397
3544.97335
3521.57733
2494.932777
2059.724393
2561.618503
2603.537995
177.8408902
85.40889141
75.82559617
69.63711006
61.54998861
55.29800983
51.26622598
49.76800404
50.42750843
45.34502347
109.6456779
3506.791733
3560.431765
3532.352648
3545.702492
305.8369707
3489.035294
3440.773704
3554.921216
3432.878085
1937.376087
1515.994766
1828.305939
1867.896685
284.201335
87.48059543
65.36159631
58.45625759
56.2841942
49.86631525
54.70711847
48.62513617
52.7859535
44.85961185
122.4394488
3368.692127
3443.570453
3350.832256
3418.729462
289.6463426
3392.966804
3416.012591
3496.247855
3401.002722
2571.533598
1910.067075
2504.350172
2475.586974
201.591241
85.54714155
68.44815881
67.5336597
68.62020343
62.90381596
51.02966462
50.8862941
52.69890711
50.63949199
109.2012293
3436.202233
3511.108209
3455.175273
3533.174981
292.0672562
3528.887178
3449.368767
3437.00818
3496.343094
2898.659043
1985.663278
2585.647402
2511.306715
314.9563599
100.1197309
81.10163134
73.82352926
66.51470493
71.81224567
64.35800267
63.5571759
62.54846188
70.17372543
121.011888
3305.808792
3535.746433
3557.338034
3433.981014
311.3270376
3630.541998
3596.325599
3524.304442
3446.529006
364.7929769
91.26967348
119.0425915
96.18421011
84.53535531
74.68784868
76.40419863
63.48651472
61.46089407
61.1505993
56.43780547
56.21660524
65.75996155
57.4792899
0
0
0
964.2865685
1153.052292
111.6712986
1210.558208
1197.597513
1249.065482
1225.517898
52.77673682
48.55959536
55.55710085
56.28726643
56.11726995
53.41678379
52.07319719
51.90115257
44.98659717
46.7408379
45.44435876
41.07565418
40.43765536
42.81863008
102.8048559
3376.338896
3555.627828
3580.376652
3548.155152
280.6662276
3547.886844
3457.275651
3482.871385
3403.583391
2671.988202
2089.394922
2722.220112
2691.939234
316.3603669
84.25885502
66.33958808
60.89867682
62.08148361
57.80289765
47.06956602
40.22362366
36.7151422
40.74897421
73.62997906
3288.268433
3353.387324
3476.206704
3509.843477
283.2182229
3549.044049
3560.024183
3595.068034
3547.035838
3077.27823
2399.001514
2962.947409
2819.49701
358.9373153
112.7373608
78.94185685
67.65040427
61.97600387
57.54073441
60.10297043
55.27343203
67.91256751
54.33845142
108.4075711
3484.743395
3456.222902
3554.819833
3599.648723
326.3614848
3505.397966
3589.876998
3635.771949
3661.910443
2023.628816
1512.348034
1938.992078
1902.912886
320.2395636
102.3819129
87.31059896
97.04648139
82.10215275
76.63871184
71.35550815
85.09757256
67.86853227
68.14503256
136.2757281
3541.948232
3501.799366
3492.823348
3503.842396
298.3366443
3524.420162
3632.767313
3686.694086
3734.877846
3051.699905
2599.200012
2978.180526
3007.262213
352.1364322
102.4413093
85.71918618
82.34178634
75.35144938
73.4057066
69.70981939
71.25002841
60.6272969
60.57097277
103.0362969
3629.038655
3636.142665
3595.278994
3573.515349
278.8474702
3464.463635
3591.866776
3571.789782
3543.156641
3124.076416
2744.069779
3169.944742
3163.853543
508.4440942
82.90297952
80.97976639
83.51640053
64.44095275
81.54300772
58.86281542
47.5938925
41.48016386
43.84065708
121.5280219
3675.809191
3713.761416
3569.89934
3585.636302
273.7987797
3561.866494
3418.972168
3454.044694
3512.066744
1841.185732
924.5790787
1061.170222
1066.69818
261.0295867
73.85220336
61.56432566
60.74404147
64.9376292
48.93235872
48.1417727
64.26993221
39.70646571
40.76433534
106.4833339
3101.397248
3104.701939
3012.21976
3064.261211
227.0702307
3036.405343
2992.325052
3071.190104
3034.116535
90.0448796
70.55980176
70.92642067
66.18495273
64.71028452
60.7962693
60.37127812
61.34005321
48.8504327
46.30150966
50.82996996
45.85706105
43.77306812
40.93125959
108.4311248
3474.437102
